"Adressformat";"geänd durch";"ÄndDatum";"ÄndZeit";"angel durch";"AnlDatum";"AnlZt";"Ansprechformat";"Anzeige Ortsformat";"DatDarstlg";"DatF";"UIC";"IBAN-Format";"LC";"LKZa";"num Fm";"Ortsformat";"Postfachformat";"S_Staat_Obj";"Warenpräferenztext";"Sta";"Straßenformat";"NKSs";"UStID-Format";"Bezeichnung";"KurzBez"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"NU";838;"amerikanisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b984279eb4";"";"NU";"&N, &T";2;"";"Niue-Insel";"Niue"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"NZ";804;"amerikanisch";"&O &P";"PO Box &F";"PA0649:pA:8acea1a7002696acdc1116b9d289a0b4";"";"NZ";"&N &T";2;"";"Neuseeland";"Neusee"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"OM";649;"amerikanisch";"&O, Postal Code &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9d389a0b4";"";"OM";"&N &T";2;"";"Oman";"Oman"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"PA";442;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9d589a0b4";"";"PA";"&T &N";2;"";"Panama (einschl. Kanal-Zone)";"Panama"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"PE";504;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9d789a0b4";"";"PE";"&T &N";2;"";"Peru";"Peru"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"PF";822;"europäisch";"&P &O";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b9df89a0b4";"";"PF";"&N, &T";2;"";"Französisch-Polynesien";"F Poly"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"PG";801;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9da89a0b4";"";"PG";"&N, &T";2;"";"Papua-Neuguinea";"Papua"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"PH";708;"amerikanisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b9d889a0b4";"";"PH";"&N, &T";2;"";"Philippinen";"Philip"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"PK99 AAAA NNNN NNNN NNNN NNNN";"PK";662;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9d489a0b4";"";"PK";"&N, &T";2;"";"Pakistan";"Pakist"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"PL99 9999 9999 9999 9999 9999 9999";"PL";060;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b94413aab4";"";"PL";"&T &N";2;"PL9999999999";"Polen";"Polen"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"PM";408;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9f089a0b4";"";"PM";"&N, &T";2;"";"St. Pierre und Miquelon";"Pierre"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"PN";813;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9d689a0b4";"";"PN";"&N &T";2;"";"Pitcairn-Inseln";"Pitcai"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"PS99 AAAA NNNN NNNN NNNN NNNN NNNN N";"PS";625;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9de89a0b4";"";"PS";"&N &T";2;"";"Palästinensische Gebiete";"Pal G"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"PT99 9999 9999 9999 9999 9999 9";"PT";010;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b94513aab4";"";"PT";"&T &N";2;"PT999999999";"Portugal";"Portug"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"PW";825;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9d989a0b4";"";"PW";"&N &T";2;"";"Palau";"Palau"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"PY";520;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9dd89a0b4";"";"PY";"&T &N";2;"";"Paraguay";"Paragu"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"QA";644;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9e089a0b4";"";"QA";"&N &T";2;"";"Katar";"Katar"
"";"System";01.12.2016;"09:37:37";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"RE";001;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9e189a0b4";"";"RE";"&N, &T";2;"";"Réunion";"Reunion"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"RO99 AAAA NNNN NNNN NNNN NNNN";"RO";066;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b94613aab4";"";"RO";"&N, &T";2;"RO9999999999";"Rumänien";"Rumän"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"RS99 9999 9999 9999 9999 99";"RS";098;"europäisch";"&P &O";"&F";"PA0649:pA:9d79d4aaa6e0a0b5df114f0aa2e29e3d";"";"RS";"&T &N";2;"";"Serbien";"Serbie"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"RU";075;"europäisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b9e289a0b4";"";"RU";"&T &N";2;"";"Russische Föderation";"Russld"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"RW";324;"europäisch";"&P &O";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b9e389a0b4";"";"RW";"&N, &T";2;"";"Ruanda";"Ruanda"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"SA99 99NN NNNN NNNN NNNN NNNN";"SA";632;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9e489a0b4";"";"SA";"&N &T";2;"";"Saudi-Arabien";"Saudia"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"SB";806;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9eb89a0b4";"";"SB";"&N &T";2;"";"Salomonen";"Salom"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"SC";355;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9f489a0b4";"";"SC";"&N &T";2;"";"Seychellen";"Seych"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"SD";224;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9e589a0b4";"";"SD";"&N &T";2;"";"Sudan";"Sudan"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"SE99 9999 9999 9999 9999 9999";"SE";030;"europäisch";"&P &O";"Box &F";"PA0649:pA:8acea1a7002696acdc1116b94713aab4";"";"SE";"&T &N";2;"SE999999999901";"Schweden";"Schwed"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"SG";706;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9e789a0b4";"";"SG";"&T &N";2;"";"Singapur";"Singap"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"SH";329;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9e989a0b4";"";"SH";"&N &T";2;"";"St. Helena, Ascension, Tristan";"St Hel"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"SI99 9999 9999 9999 999";"SI";091;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b94813aab4";"";"SI";"&T &N";2;"SI99999999";"Slowenien";"Slowen"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"SK99 9999 9999 9999 9999 9999";"SK";063;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b94913aab4";"";"SK";"&T &N";2;"SK9999999999";"Slowakei";"Slowak"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"SL";264;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9ec89a0b4";"";"SL";"&N &T";2;"";"Sierra Leone";"Sier L"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"SM99 A999 9999 999N NNNN NNNN NNN";"SM";047;"europäisch";"&P-&O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9ee89a0b4";"";"SM";"&T &N";2;"";"San Marino";"Marino"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"SN";248;"europäisch";"&O &P";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b9e689a0b4";"";"SN";"&N, &T";2;"";"Senegal";"Seneg"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"SO";342;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9ef89a0b4";"";"SO";"&N &T";2;"";"Somalia";"Somali"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"SR";492;"europäisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b9f289a0b4";"";"SR";"&N, &T";2;"";"Suriname";"Surin"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"SS";225;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8b76998449019891ec13a1e028a143e9";"";"SS";"&N &T";2;"";"Südsudan";"Ssudan"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"ST";311;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9f189a0b4";"";"ST";"&T &N";2;"";"Sâo Tomé und Principe";"S Tomé"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"SV";428;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9ed89a0b4";"";"SV";"&T &N";2;"";"El Salvador";"El Sal"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"SY";608;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9f589a0b4";"";"SY";"&N &T";2;"";"Arabische Republik Syrien";"Syrien"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"SZ";393;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9f389a0b4";"";"SZ";"&N &T";2;"";"Swasiland";"Swasi"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"TC";454;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9f789a0b4";"";"TC";"&N &T";2;"";"Turks- und Caicos-Inseln";"Turk l"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"TD";244;"europäisch";"&O &P";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b9f889a0b4";"";"TD";"&N &T";2;"";"Tschad";"Tschad"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"TF";894;"europäisch";"&P &O";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b98e4ea5b4";"";"TF";"&N, &T";2;"";"Französische Südgebiete";"F Süd"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"TG";280;"europäisch";"&O &P";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b9f989a0b4";"";"TG";"&N, &T";2;"";"Togo";"Togo"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"TH";680;"amerikanisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b9fa89a0b4";"";"TH";"&N, &T";2;"";"Thailand";"Thail"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"TJ";082;"amerikanisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9fb89a0b4";"";"TJ";"&T &N";2;"";"Tadschikistan";"Tadsch"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"TK";839;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9fc89a0b4";"";"TK";"&N &T";2;"";"Tokelau";"Tokel"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"TL";626;"europäisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b9fe89a0b4";"";"TL";"&T, &N";2;"";"Timor-Leste";"TimLes"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"TM";080;"europäisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b9fd89a0b4";"";"TM";"&T &N";2;"";"Turkmenistan";"Turkm"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"TN59 9999 9999 9999 9999 9999";"TN";212;"europäisch";"&P &O";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b9018aa0b4";"";"TN";"&N, &T";2;"";"Tunesien";"Tunes"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"TO";817;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9ff89a0b4";"";"TO";"&N &T";2;"";"Tonga";"Tonga"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"TR99 9999 9NNN NNNN NNNN NNNN NN";"TR";052;"europäisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b92aeca2b4";"";"TR";"&T No. &N";2;"";"Türkei";"Türkei"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"TT";472;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b9008aa0b4";"";"TT";"&N &T";2;"";"Tobago und Trinidad";"Trinid"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"TV";807;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b92beca2b4";"";"TV";"&N &T";2;"";"Tuvalu";"Tuvalu"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"TW";736;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b92ceca2b4";"";"TW";"#No. &N, &T";2;"";"Taiwan";"Taiwan"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"TZ";352;"amerikanisch";"&O &P";"Box &F";"PA0649:pA:8acea1a7002696acdc1116b92deca2b4";"";"TZ";"&N &T";2;"";"Vereinigte Republik Tansania";"Tansan"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"UA";072;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b92eeca2b4";"";"UA";"&T &N";2;"";"Ukraine";"Ukrain"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"UG";350;"europäisch";"&S &P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9be6299b4";"";"UG";"&T &N";2;"";"Uganda";"Uganda"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"UM";832;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b92feca2b4";"";"UM";"&N &T";2;"";"Amerik Übersee-Inseln, kleine";"US Über"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"US";400;"amerikanisch";"&O, &L &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b931eca2b4";"";"US";"&N &T";4;"";"USA";"USA"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"UY";524;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b930eca2b4";"";"UY";"&T &N";2;"";"Uruguay";"Urugu"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"UZ";081;"europäisch";"&O &P";"&F";"PA0649:pA:8acea1a7002696acdc1116b932eca2b4";"";"UZ";"&T &N";2;"";"Usbekistan";"Usbek"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"VA";045;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b933eca2b4";"";"VA";"&T &N";2;"";"Vatikanstadt";"Vatik"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"VC";467;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b934eca2b4";"";"VC";"&N &T";2;"";"St. Vincent und die Grenadinen";"Vincen"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"VE";484;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b935eca2b4";"";"VE";"&T &N";2;"";"Venezuela";"Venezu"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"VG99 AAAA 9999 9999 9999 9999";"VG";468;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b936eca2b4";"";"VG";"&N &T";2;"";"Britische Jungfern-Inseln";"Br Jgf"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"VI";457;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b937eca2b4";"";"VI";"&N &T";2;"";"Amerikanische Jungfern-Inseln";"Am Jgf"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"VN";690;"europäisch";"&O &P";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b938eca2b4";"";"VN";"&N, &T";2;"";"Vietnam";"Vietn"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Monat/Tag/Jahr";000;"";"VU";816;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b939eca2b4";"";"VU";"&N &T";2;"";"Vanuatu";"Vanua"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"WF";811;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b93aeca2b4";"";"WF";"&N, &T";2;"";"Wallis u. Futuna";"Wallis"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"WS";819;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b93beca2b4";"";"WS";"&N &T";2;"";"Samoa";"Samoa"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"XC";021;"europäisch";"&P-&O";"&F";"PA0649:pA:8acea1a7002696acdc1116b9099e94b4";"";"XC";"&T, &N";2;"";"Ceuta";"Ceuta"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"XK";095;"europäisch";"&P-&O";"&F";"PA0649:pA:8acea1a7002696acdc1116b90a9e94b4";"";"XK";"&T &N";2;"";"Kosovo";"Kosovo"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"XL";023;"europäisch";"&P &O";"&F";"PA0649:pA:8acea1a7002696acdc1116b90b9e94b4";"";"XL";"&T &N";2;"";"Melilla";"Melill"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"XP";625;"europäisch";"&P &O";"P.O. Box &F";"PA0649:pA:8b76998449019891ec132ede943e7754";"";"XP";"&T &N";2;"";"Westjordanland/Gazastreifen";"Westjo"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"YE";653;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b93ceca2b4";"";"YE";"&N &T";2;"";"Jemen";"Jemen"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Tag/Monat/Jahr";000;"";"YT";377;"europäisch";"&P &O";"B.P. &F";"PA0649:pA:8acea1a7002696acdc1116b97d279eb4";"";"YT";"&N, &T";2;"";"Mayotte";"Mayott"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"ZA";388;"amerikanisch";"&O &P";"Private Bag &F";"PA0649:pA:8acea1a7002696acdc1116b93deca2b4";"";"ZA";"&N &T";2;"";"Südafrika";"S Afr"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"ZM";378;"amerikanisch";"&O &P";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b93eeca2b4";"";"ZM";"&N &T";2;"";"Sambia";"Sambia"
"";"";;"";"System";18.08.2014;"12:56:53";"";"&S &P &O";" ----------";"Jahr/Monat/Tag";000;"";"ZW";382;"amerikanisch";"&P &O";"P.O. Box &F";"PA0649:pA:8acea1a7002696acdc1116b93feca2b4";"";"ZW";"&N &T";2;"";"Simbabwe";"Simbab"
